facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701.0,WESTCHESTER,(914) 378-7000,,,,,,,,,,,,,,,,,4,,,,,
330009,BRONXCARE HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456.0,BRONX,(212) 588-7000,93.0,6.0,1.0,96.0,90.0,8.0,2.0,94.0,72.0,20.0,8.0,89.0,66.0,28.0,6.0,85.0,,2265.0,269.0,12.0,07/01/2023,06/30/2024
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905.0,BROOME,(607) 798-5111,,,,,,,,,,,,,,,,,4,,,,,
330013,ALBANY MEDICAL CENTER HOSPITAL,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,12208.0,ALBANY,(518) 262-2400,,,,,,,,,,,,,,,,,4,,,,,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418.0,QUEENS,(718) 262-6000,,,,,,,,,,,,,,,,,4,,,,,
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229.0,KINGS,(718) 692-5302,,,,,,,,,,,,,,,,,4,,,,,
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601.0,DUTCHESS,(845) 454-8500,,,,,,,,,,,,,,,,,4,,,,,
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029.0,NEW YORK,(212) 241-7981,94.0,5.0,1.0,97.0,91.0,7.0,2.0,94.0,83.0,15.0,2.0,93.0,83.0,13.0,4.0,92.0,,2578.0,348.0,15.0,07/01/2023,06/30/2024
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554.0,NASSAU,(516) 572-0123,95.0,4.0,1.0,97.0,88.0,9.0,3.0,93.0,85.0,12.0,3.0,94.0,85.0,14.0,1.0,95.0,,1788.0,449.0,27.0,07/01/2023,06/30/2024
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10310.0,RICHMOND,(718) 818-1234,,,,,,,,,,,,,,,,,4,,,,,
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513.0,WAYNE,(315) 332-2022,95.0,4.0,1.0,97.0,88.0,9.0,3.0,93.0,81.0,16.0,3.0,92.0,79.0,19.0,2.0,92.0,,1255.0,168.0,15.0,07/01/2023,06/30/2024
330033,CHENANGO MEMORIAL HOSPITAL,179 NORTH BROAD STREET,NORWICH,NY,13815.0,CHENANGO,(607) 337-4111,,,,,,,,,,,,,,,,,4,,,,,
330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706.0,SUFFOLK,(631) 968-3000,96.0,3.0,1.0,98.0,91.0,7.0,2.0,95.0,88.0,10.0,2.0,95.0,83.0,14.0,3.0,93.0,,1890.0,356.0,19.0,07/01/2023,06/30/2024
330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743.0,SUFFOLK,(631) 351-2000,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,88.0,10.0,2.0,95.0,86.0,12.0,2.0,94.0,,2217.0,520.0,23.0,07/01/2023,06/30/2024
330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,NY,10019.0,NEW YORK,(212) 523-4000,95.0,4.0,1.0,97.0,91.0,7.0,2.0,94.0,81.0,15.0,4.0,92.0,79.0,17.0,4.0,91.0,,6652.0,1010.0,15.0,07/01/2023,06/30/2024
330047,ST MARY'S HEALTHCARE,427 GUY PARK AVENUE,AMSTERDAM,NY,12010.0,MONTGOMERY,(518) 841-7101,97.0,3.0,0.0,99.0,91.0,8.0,1.0,95.0,85.0,13.0,2.0,94.0,79.0,19.0,2.0,92.0,,1901.0,522.0,27.0,07/01/2023,06/30/2024
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572.0,DUTCHESS,(845) 871-3391,,,,,,,,,,,,,,,,,4,,,,,
330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355.0,QUEENS,(718) 670-2000,,,,,,,,,,,,,,,,,4,,,,,
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201.0,KINGS,(718) 250-8000,,,,,,,,,,,,,,,,,4,,,,,
330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208.0,ALBANY,(518) 525-1550,,,,,,,,,,,,,,,,,4,,,,,
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456.0,ONTARIO,(315) 787-4175,,,,,,,,,,,,,,,,,4,,,,,
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467.0,BRONX,(718) 920-4321,,,,,,,,,,,,,,,,,4,,,,,
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302.0,NIAGARA,(716) 278-4000,94.0,6.0,0.0,97.0,92.0,6.0,2.0,95.0,73.0,22.0,5.0,90.0,66.0,29.0,5.0,87.0,,1783.0,420.0,24.0,07/01/2023,06/30/2024
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020.0,GENESEE,(585) 343-6030,98.0,2.0,0.0,99.0,94.0,5.0,1.0,97.0,84.0,14.0,2.0,93.0,79.0,19.0,2.0,92.0,,1581.0,242.0,19.0,07/01/2023,06/30/2024
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424.0,ONTARIO,(585) 396-6000,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,86.0,13.0,1.0,94.0,85.0,14.0,1.0,94.0,,1297.0,407.0,31.0,07/01/2023,06/30/2024
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214.0,ERIE,(716) 862-1000,,,,,,,,,,,,,,,,,4,,,,,
330079,ADIRONDACK MEDICAL CENTER - SARANAC LAKE,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983.0,FRANKLIN,(518) 891-4141,97.0,3.0,0.0,99.0,93.0,6.0,1.0,96.0,87.0,11.0,2.0,94.0,85.0,14.0,1.0,94.0,,1537.0,410.0,27.0,07/01/2023,06/30/2024
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451.0,BRONX,(718) 579-5000,,,,,,,,,,,,,,,,,4,,,,,
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820.0,OTSEGO,(607) 432-2000,98.0,2.0,0.0,99.0,92.0,7.0,1.0,95.0,83.0,15.0,2.0,93.0,79.0,20.0,1.0,92.0,,1542.0,474.0,31.0,07/01/2023,06/30/2024
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905.0,CHEMUNG,(607) 737-4100,97.0,3.0,0.0,98.0,94.0,5.0,1.0,96.0,73.0,22.0,5.0,90.0,72.0,26.0,2.0,90.0,,604.0,188.0,31.0,07/01/2023,06/30/2024
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534.0,COLUMBIA,(518) 828-7601,,,,,,,,,,,,,,,,,4,,,,,
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895.0,ALLEGANY,(585) 593-1100,,,,,,,,,,,,,,,,,4,,,,,
330100,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,230 SECOND AVE,NEW YORK,NY,10003.0,NEW YORK,(212) 979-4000,95.0,4.0,1.0,97.0,88.0,9.0,3.0,93.0,80.0,16.0,4.0,91.0,78.0,16.0,6.0,89.0,,1212.0,219.0,18.0,07/01/2023,06/30/2024
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065.0,NEW YORK,(212) 746-5454,,,,,,,,,,,,,,,,,4,,,,,
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217.0,ERIE,(716) 447-6100,,,,,,,,,,,,,,,,,4,,,,,
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760.0,CATTARAUGUS,(716) 373-2600,96.0,4.0,0.0,98.0,92.0,7.0,1.0,95.0,76.0,19.0,5.0,91.0,69.0,28.0,3.0,88.0,2,3310.0,885.0,28.0,07/01/2023,06/30/2024
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960.0,ROCKLAND,(845) 348-2000,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,80.0,17.0,3.0,92.0,74.0,24.0,2.0,90.0,,2639.0,532.0,20.0,07/01/2023,06/30/2024
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030.0,NASSAU,(516) 562-0100,97.0,3.0,0.0,99.0,92.0,6.0,2.0,95.0,89.0,9.0,2.0,95.0,88.0,11.0,1.0,95.0,,3579.0,767.0,22.0,07/01/2023,06/30/2024
330107,PECONIC BAY MEDICAL CENTER,1 HEROS WAY,RIVERHEAD,NY,11901.0,SUFFOLK,(631) 548-6000,97.0,3.0,0.0,99.0,92.0,7.0,1.0,95.0,89.0,9.0,2.0,95.0,86.0,12.0,2.0,95.0,,2485.0,615.0,25.0,07/01/2023,06/30/2024
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141.0,ERIE,(716) 592-2871,,,,,,,,,,,,,,,,,4,,,,,
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421.0,MADISON,(315) 363-6000,,,,,,,,,,,,,,,,,4,,,,,
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021.0,NEW YORK,(212) 439-2345,96.0,3.0,1.0,98.0,90.0,9.0,1.0,94.0,84.0,13.0,3.0,94.0,84.0,14.0,2.0,94.0,,1993.0,354.0,18.0,07/01/2023,06/30/2024
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621.0,MONROE,(585) 922-4000,96.0,3.0,1.0,98.0,90.0,8.0,2.0,94.0,82.0,14.0,4.0,92.0,78.0,18.0,4.0,91.0,,4021.0,536.0,15.0,07/01/2023,06/30/2024
330126,GARNET HEALTH MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940.0,ORANGE,(845) 343-2424,96.0,4.0,0.0,98.0,89.0,9.0,2.0,93.0,83.0,14.0,3.0,93.0,81.0,17.0,2.0,93.0,,3743.0,840.0,22.0,07/01/2023,06/30/2024
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461.0,BRONX,(718) 918-5000,,,,,,,,,,,,,,,,,4,,,,,
330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373.0,QUEENS,(718) 334-1141,,,,,,,,,,,,,,,,,4,,,,,
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771.0,ORANGE,(845) 856-5351,,,,,,,,,,,,,,,,,4,,,,,
330136,BASSETT HEALTHCARE,ONE ATWELL ROAD,COOPERSTOWN,NY,13326.0,OTSEGO,(607) 547-3456,,,,,,,,,,,,,,,,,4,,,,,
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203.0,ONONDAGA,(315) 448-5111,,,,,,,,,,,,,,,,,4,,,,,
330141,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,11772.0,SUFFOLK,(631) 654-7100,97.0,3.0,0.0,98.0,91.0,7.0,2.0,95.0,82.0,15.0,3.0,92.0,73.0,23.0,4.0,89.0,,1162.0,324.0,28.0,07/01/2023,06/30/2024
330151,ST JAMES HOSPITAL,7329 SENECA ROAD NORTH,HORNELL,NY,14843.0,STEUBEN,(607) 324-8000,,,,,,,,,,,,,,,,,4,,,,,
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308.0,SCHENECTADY,(518) 243-4000,,,,,,,,,,,,,,,,,4,,,,,
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601.0,JEFFERSON,(315) 785-4121,,,,,,,,,,,,,,,,,4,,,,,
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901.0,ROCKLAND,(845) 368-5000,,,,,,,,,,,,,,,,,4,,,,,
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305.0,RICHMOND,(418) 226-9761,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,85.0,13.0,2.0,94.0,82.0,16.0,2.0,93.0,,2476.0,519.0,21.0,07/01/2023,06/30/2024
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549.0,WESTCHESTER,(914) 666-1200,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,87.0,11.0,2.0,95.0,88.0,10.0,2.0,95.0,,2512.0,636.0,26.0,07/01/2023,06/30/2024
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14617.0,MONROE,(585) 341-6711,97.0,2.0,1.0,98.0,89.0,9.0,2.0,94.0,85.0,11.0,4.0,93.0,83.0,15.0,2.0,93.0,,1165.0,332.0,29.0,07/01/2023,06/30/2024
330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003.0,NEW YORK,(212) 420-2000,95.0,4.0,1.0,97.0,88.0,9.0,3.0,93.0,82.0,13.0,5.0,92.0,80.0,16.0,4.0,91.0,2,1461.0,216.0,15.0,07/01/2023,06/30/2024
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045.0,CORTLAND,(607) 756-3501,,,,,,,,,,,,,,,,,4,,,,,
330180,"SAMARITAN HOSPITAL OF TROY, NEW YORK",2215 BURDETT AVENUE,TROY,NY,12180.0,RENSSELAER,(518) 427-3402,,,,,,,,,,,,,,,,,4,,,,,
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542.0,NASSAU,(516) 674-7300,98.0,2.0,0.0,99.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,96.0,89.0,10.0,1.0,96.0,,2706.0,622.0,23.0,07/01/2023,06/30/2024
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576.0,NASSAU,(516) 562-6000,,,,,,,,,,,,,,,,,4,,,,,
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802.0,WESTCHESTER,(914) 632-5000,95.0,4.0,1.0,97.0,90.0,9.0,1.0,94.0,79.0,16.0,5.0,91.0,73.0,22.0,5.0,89.0,,1299.0,266.0,20.0,07/01/2023,06/30/2024
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777.0,SUFFOLK,(631) 473-1320,98.0,2.0,0.0,99.0,93.0,5.0,2.0,96.0,87.0,11.0,2.0,95.0,87.0,11.0,2.0,95.0,,1276.0,331.0,26.0,07/01/2023,06/30/2024
330188,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092.0,NIAGARA,(716) 297-4800,,,,,,,,,,,,,,,,,4,,,,,
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801.0,WARREN,(518) 926-1000,,,,,,,,,,,,,,,,,4,,,,,
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355.0,QUEENS,(718) 670-5000,,,,,,,,,,,,,,,,,4,,,,,
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219.0,KINGS,(718) 283-6000,,,,,,,,,,,,,,,,,4,,,,,
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040.0,NASSAU,(718) 470-7000,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,87.0,11.0,2.0,94.0,87.0,10.0,3.0,94.0,,1578.0,278.0,18.0,07/01/2023,06/30/2024
330196,SOUTH BROOKLYN HEALTH,2601 OCEAN PARKWAY,BROOKLYN,NY,11235.0,KINGS,(718) 616-3000,,,,,,,,,,,,,,,,,4,,,,,
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676.0,ST. LAWRENCE,(315) 265-3300,,,,,,,,,,,,,,,,,4,,,,,
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572.0,NASSAU,(516) 632-3000,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,86.0,11.0,3.0,94.0,81.0,17.0,2.0,93.0,,2364.0,541.0,23.0,07/01/2023,06/30/2024
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029.0,NEW YORK,(212) 423-6262,,,,,,,,,,,,,,,,,4,,,,,
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203.0,KINGS,(718) 245-3901,,,,,,,,,,,,,,,,,4,,,,,
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210.0,ONONDAGA,(315) 470-7449,,,,,,,,,,,,,,,,,4,,,,,
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016.0,NEW YORK,(212) 562-4141,,,,,,,,,,,,,,,,,4,,,,,
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990.0,ORANGE,(845) 986-2276,,,,,,,,,,,,,,,,,4,,,,,
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701.0,WESTCHESTER,(914) 964-4444,,,,,,,,,,,,,,,,,4,,,,,
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669.0,ST. LAWRENCE,(315) 393-3600,,,,,,,,,,,,,,,,,4,,,,,
330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,NY,10016.0,NEW YORK,(212) 263-7300,97.0,3.0,0.0,98.0,91.0,7.0,2.0,95.0,88.0,10.0,2.0,95.0,86.0,12.0,2.0,94.0,,6876.0,1367.0,20.0,07/01/2023,06/30/2024
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440.0,ONEIDA,(315) 338-7000,95.0,4.0,1.0,97.0,90.0,9.0,1.0,94.0,75.0,22.0,3.0,91.0,75.0,22.0,3.0,90.0,,1146.0,299.0,26.0,07/01/2023,06/30/2024
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126.0,OSWEGO,(315) 349-5511,98.0,2.0,0.0,99.0,90.0,8.0,2.0,94.0,87.0,11.0,2.0,94.0,80.0,19.0,1.0,93.0,,4413.0,1183.0,27.0,07/01/2023,06/30/2024
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215.0,ERIE,(716) 898-3936,,,,,,,,,,,,,,,,,4,,,,,
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237.0,KINGS,(718) 963-7272,,,,,,,,,,,,,,,,,4,,,,,
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866.0,SARATOGA,(518) 587-3222,97.0,3.0,0.0,98.0,93.0,6.0,1.0,96.0,90.0,9.0,1.0,96.0,86.0,12.0,2.0,94.0,,4490.0,1353.0,30.0,07/01/2023,06/30/2024
330224,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,105 MARY'S AVENUE,KINGSTON,NY,12401.0,ULSTER,(845) 338-2500,,,,,,,,,,,,,,,,,4,,,,,
330226,UNITY HOSPITAL,1555 LONG POND ROAD,ROCHESTER,NY,14626.0,MONROE,(585) 723-7000,95.0,4.0,1.0,97.0,89.0,9.0,2.0,94.0,80.0,16.0,4.0,92.0,78.0,18.0,4.0,91.0,,4577.0,751.0,19.0,07/01/2023,06/30/2024
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048.0,CHAUTAUQUA,(716) 366-1111,96.0,4.0,0.0,98.0,90.0,9.0,1.0,94.0,74.0,22.0,4.0,91.0,68.0,28.0,4.0,88.0,,1358.0,414.0,31.0,07/01/2023,06/30/2024
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432.0,QUEENS,(718) 883-3000,,,,,,,,,,,,,,,,,4,,,,,
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212.0,KINGS,(718) 240-5966,,,,,,,,,,,,,,,,,4,,,,,
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595.0,WESTCHESTER,(914) 493-7000,,,,,,,,,,,,,,,,,4,,,,,
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021.0,CAYUGA,(315) 255-7011,95.0,4.0,1.0,97.0,91.0,7.0,2.0,95.0,76.0,20.0,4.0,91.0,67.0,31.0,2.0,88.0,,2984.0,779.0,26.0,07/01/2023,06/30/2024
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111 CLARA BARTON STREET,DANSVILLE,NY,14437.0,LIVINGSTON,(585) 335-6001,97.0,3.0,0.0,98.0,92.0,7.0,1.0,95.0,86.0,11.0,3.0,94.0,82.0,16.0,2.0,93.0,,1706.0,567.0,33.0,07/01/2023,06/30/2024
330239,UPMC CHAUTAUQUA AT WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,CHAUTAUQUA,(716) 487-0141,,,,,,,,,,,,,,,,,4,,,,,
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037.0,NEW YORK,(212) 939-1000,,,,,,,,,,,,,,,,,4,,,,,
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210.0,ONONDAGA,(315) 473-4240,,,,,,,,,,,,,,,,,4,,,,,
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777.0,SUFFOLK,(631) 474-6000,,,,,,,,,,,,,,,,,4,,,,,
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901.0,CLINTON,(518) 562-7767,98.0,2.0,0.0,99.0,91.0,7.0,2.0,95.0,86.0,12.0,2.0,94.0,79.0,19.0,2.0,92.0,,3578.0,880.0,26.0,07/01/2023,06/30/2024
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570.0,NASSAU,(516) 705-2525,,,,,,,,,,,,,,,,,4,,,,,
330261,PHELPS HOSPITAL,701 N BROADWAY,SLEEPY HOLLOW,NY,10591.0,WESTCHESTER,(914) 366-3000,97.0,3.0,0.0,98.0,93.0,5.0,2.0,96.0,87.0,10.0,3.0,94.0,85.0,13.0,2.0,94.0,,1734.0,400.0,23.0,07/01/2023,06/30/2024
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550.0,ORANGE,(845) 561-4400,97.0,3.0,0.0,99.0,92.0,7.0,1.0,96.0,81.0,17.0,2.0,92.0,77.0,21.0,2.0,91.0,,1747.0,335.0,19.0,07/01/2023,06/30/2024
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432.0,ONTARIO,(315) 462-9561,97.0,3.0,0.0,98.0,90.0,8.0,2.0,94.0,86.0,11.0,3.0,94.0,82.0,15.0,3.0,92.0,,2614.0,554.0,21.0,07/01/2023,06/30/2024
330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567.0,WESTCHESTER,(914) 734-3611,,,,,,,,,,,,,,,,,4,,,,,
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021.0,NEW YORK,(212) 606-1000,98.0,2.0,0.0,99.0,94.0,5.0,1.0,96.0,95.0,5.0,0.0,97.0,95.0,4.0,1.0,98.0,,6315.0,1796.0,28.0,07/01/2023,06/30/2024
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512.0,PUTNAM,(914) 279-5711,,,,,,,,,,,,,,,,,4,,,,,
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078.0,FULTON,(518) 725-8621,98.0,2.0,0.0,99.0,92.0,6.0,2.0,95.0,83.0,13.0,4.0,93.0,74.0,24.0,2.0,90.0,,1054.0,291.0,28.0,07/01/2023,06/30/2024
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830.0,STEUBEN,(607) 937-7200,,,,,,,,,,,,,,,,,4,,,,,
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220.0,ERIE,(716) 826-7000,,,,,,,,,,,,,,,,,4,,,,,
