facility_name,facility_id,npi,citytown,state,zip_code,year,asc1_rate,asc1_footnote,asc2_rate,asc2_footnote,asc3_rate,asc3_footnote,asc4_rate,asc4_footnote,asc9_rate,asc9_footnote,asc11_rate,asc11_footnote,asc12_total_cases,asc12_performance_category,asc12_rshv_rate,asc12_interval_lower_limit,asc12_interval_upper_limit,asc12_footnote,asc13_rate,asc13_footnote,asc14_rate,asc14_footnote,asc17_total_cases,asc17_performance_category,asc17_rshv_rate,asc17_interval_lower_limit,asc17_interval_upper_limit,asc17_footnote,asc18_total_cases,asc18_performance_category,asc18_rshv_rate,asc18_interval_lower_limit,asc18_interval_upper_limit,asc18_footnote,asc19_total_cases,asc19_performance_category,asc19_rshv_rate,asc19_interval_lower_limit,asc19_interval_upper_limit,asc19_footnote,asc20_sample,asc20_rate,asc20_footnote
VIDANT MEDICAL GROUP DBA VIDANT ENDOSCOPY CENTER KINSTON,34C0001166,1376049619,KINSTON,NC,28501.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,22.0,4.5,
NEWNAN ENDOSCOPY CENTER LLC,11C0001489,1376052928,NEWNAN,GA,30265.0,2023,0.0,,0.03,,0.0,,0.24,,92.77,,,5.0,348.0,No Different Than the National Rate,9.4,6.6,13.3,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
NEWNAN ENDOSCOPY CENTER LLC,11C0001489,1376052928,NEWNAN,GA,30265.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,12.0,0.0,
HUDSON YARDS SURGERY CENTER LLC,33C0001188,1376054007,NEW YORK,NY,10001.0,2023,,5.0,,5.0,0.03,,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.49,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
HUDSON YARDS SURGERY CENTER LLC,33C0001188,1376054007,NEW YORK,NY,10001.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,35.0,83.4,
NORTHERN LOUISIANA CARDIAC SERVICES DBA ADVANCED HEART AND VASCULAR CENTER,19C0001137,1376055897,SHREVEPORT,LA,71106.0,2023,,5.0,,5.0,,5.0,1.77,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
NORTHERN LOUISIANA CARDIAC SERVICES DBA ADVANCED HEART AND VASCULAR CENTER,19C0001137,1376055897,SHREVEPORT,LA,71106.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,31.0,0.0,
ADVANCED INTERVENTIONAL PAIN SURGERY CENTER,04C0001094,1376092205,HOT SPRINGS,AR,71913.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ADVANCED INTERVENTIONAL PAIN SURGERY CENTER,04C0001094,1376092205,HOT SPRINGS,AR,71913.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,11.0,91.2,
HOUSTON ASC LLC,11C0001542,1376115279,WARNER ROBINS,GA,31093.0,2023,,5.0,,5.0,,5.0,0.05,,100.0,,,5.0,823.0,No Different Than the National Rate,10.8,7.8,14.8,,1.4,,,5.0,44.0,No Different Than the National Rate,2.2,1.4,3.3,,35.0,No Different Than the National Rate,4.9,3.1,7.5,,59.0,No Different than expected,1.1,0.6,2.0,,,,5.0
HOUSTON ASC LLC,11C0001542,1376115279,WARNER ROBINS,GA,31093.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,42.0,100.0,
BARNET DULANEY PERKINS EYE CENTER PC DBA AMERICAN VISION PARTNERS WEST VALLEY PEAKS SURGERY CENTER,03C0001461,1376115816,SUN CITY,AZ,85351.0,2023,0.0,,0.04,,0.04,,0.0,,,5.0,,5.0,,,,,,5.0,,5.0,0.06,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
BARNET DULANEY PERKINS EYE CENTER PC DBA AMERICAN VISION PARTNERS WEST VALLEY PEAKS SURGERY CENTER,03C0001461,1376115816,SUN CITY,AZ,85351.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,34.0,3.0,
CARDIAC AMBULATORY SURGERY CENTER OF CORPUS CHRISTI LLC,45C0451242,1376123257,CORPUS CHRISTI,TX,78404.0,2023,,5.0,,5.0,,5.0,2.07,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CARDIAC AMBULATORY SURGERY CENTER OF CORPUS CHRISTI LLC,45C0451242,1376123257,CORPUS CHRISTI,TX,78404.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
COLORADO UROLOGIC SURGERY CENTER,06C0001185,1376155440,SUPERIOR,CO,80027.0,2023,,5.0,,5.0,,5.0,0.73,,,5.0,,5.0,,,,,,5.0,0.9,,,5.0,,,,,,5.0,453.0,No Different Than the National Rate,5.1,3.8,7.1,,,Number of Cases Too Small,,,,1.0,,,5.0
COLORADO UROLOGIC SURGERY CENTER,06C0001185,1376155440,SUPERIOR,CO,80027.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,30.0,93.4,
ACCESS CARE PHYSICIANS OF NJ LLC,31C0001339,1376161117,UNION,NJ,7083.0,2023,,5.0,,5.0,,5.0,0.11,,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ACCESS CARE PHYSICIANS OF NJ LLC,31C0001339,1376161117,UNION,NJ,7083.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,20.0,0.0,
RINEHART RD SURGERY CENTER,10C0001667,1376185876,LAKE MARY,FL,32746.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,39.0,No Different Than the National Rate,10.9,7.7,15.7,,,5.0,,5.0,49.0,No Different Than the National Rate,2.8,1.8,4.5,,58.0,No Different Than the National Rate,7.0,4.5,10.5,,,Number of Cases Too Small,,,,1.0,,,5.0
RINEHART RD SURGERY CENTER,10C0001667,1376185876,LAKE MARY,FL,32746.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ASCENT SURGERY CENTER,45C0001706,1376194431,PLANO,TX,75093.0,2023,0.0,,0.0,,0.0,,0.0,,,5.0,,5.0,,,,,,5.0,98.41,,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,324.0,No Different than expected,1.1,0.7,1.9,,,,5.0
ASCENT SURGERY CENTER,45C0001706,1376194431,PLANO,TX,75093.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,73.0,0.0,
MPS ASC VENTURES INKSTER LLC DBA MIORTHO SURGERY CENTER,23C0001129,1376202895,SOUTHFIELD,MI,48034.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,350.0,No Different Than the National Rate,2.6,1.8,3.7,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
MPS ASC VENTURES INKSTER LLC DBA MIORTHO SURGERY CENTER,23C0001129,1376202895,SOUTHFIELD,MI,48034.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,118.0,3.4,
UCHEALTH AMBULATORY SURGERY CENTERS DBA UCHEALTH EASTVIEW SURGERY CENTER,06C0001203,1376230722,COLORADO SPRINGS,CO,80917.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
UCHEALTH AMBULATORY SURGERY CENTERS DBA UCHEALTH EASTVIEW SURGERY CENTER,06C0001203,1376230722,COLORADO SPRINGS,CO,80917.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,22.0,18.2,
SOUTH CENTRAL SURGICAL CENTER LLC,24C0001029,1376501064,FAIRMONT,MN,56031.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,5.0,,5.0,59.0,No Different Than the National Rate,2.6,1.7,4.0,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SOUTH CENTRAL SURGICAL CENTER LLC,24C0001029,1376501064,FAIRMONT,MN,56031.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
COLUMBIA EYE AND SPECIALTY SURGERY CENTER LTD,10C0001055,1376507194,TAMPA,FL,33607.0,2023,0.0,,0.0,,0.03,,0.1,,,5.0,,5.0,,,,,,5.0,100.0,,0.03,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
COLUMBIA EYE AND SPECIALTY SURGERY CENTER LTD,10C0001055,1376507194,TAMPA,FL,33607.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,49.0,0.0,
FLORIDA EYE CLINIC AMBULATORY SURGERY CENTER,10C0001011,1376513440,ALTAMONTE SPRINGS,FL,32701.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.42,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
FLORIDA EYE CLINIC AMBULATORY SURGERY CENTER,10C0001011,1376513440,ALTAMONTE SPRINGS,FL,32701.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,44.0,0.0,
CENTRAL FLORIDA SURGICAL CENTER,10C0001094,1376518357,ORLANDO,FL,34761.0,2023,0.0,,0.02,,0.0,,0.07,,65.62,,,5.0,2215.0,No Different Than the National Rate,11.2,8.5,14.7,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CENTRAL FLORIDA SURGICAL CENTER,10C0001094,1376518357,ORLANDO,FL,34761.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,0.0,,5.0
ORLANDO FL ENDOSCOPY ASC LLC DBA CITRUS AMBULATORY SURGERY CENTER,10C0001414,1376518357,ORLANDO,FL,32806.0,2023,0.0,,0.02,,0.0,,0.07,,65.62,,,5.0,2215.0,No Different Than the National Rate,11.2,8.5,14.7,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ORLANDO FL ENDOSCOPY ASC LLC DBA CITRUS AMBULATORY SURGERY CENTER,10C0001414,1376518357,ORLANDO,FL,32806.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,0.0,,5.0
BERGENPASSAIC CATARACT LASER AND SURGERY CENTER LLC,31C0001023,1376536417,FAIR LAWN,NJ,7410.0,2023,,5.0,,5.0,,5.0,0.01,,,5.0,,5.0,,,,,,5.0,,5.0,0.87,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
BERGENPASSAIC CATARACT LASER AND SURGERY CENTER LLC,31C0001023,1376536417,FAIR LAWN,NJ,7410.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,97.0,2.1,
BEND SURGERY CENTER LLC DBA BEND SURGERY CENTER,38C0001027,1376536482,BEND,OR,97701.0,2023,0.01,,0.01,,0.0,,0.09,,80.83,,,5.0,3154.0,No Different Than the National Rate,9.7,7.4,12.8,,98.78,,0.03,,624.0,No Different Than the National Rate,2.6,1.9,3.6,,138.0,No Different Than the National Rate,4.4,2.9,6.6,,476.0,No Different than expected,1.1,0.7,1.6,,,,5.0
BEND SURGERY CENTER LLC DBA BEND SURGERY CENTER,38C0001027,1376536482,BEND,OR,97701.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,305.0,15.3,
THE ENDOSCOPY CENTER OF BRISTOL,44C0001106,1376538876,BRISTOL,TN,37620.0,2023,,5.0,,5.0,,5.0,,5.0,86.94,,,5.0,1859.0,No Different Than the National Rate,12.0,9.0,16.0,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,206.0,No Different than expected,1.0,0.6,1.6,,,,5.0
THE ENDOSCOPY CENTER OF BRISTOL,44C0001106,1376538876,BRISTOL,TN,37620.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,19.0,100.0,
FREDERICK SURGICAL CENTER,21C0001039,1376542076,FREDERICK,MD,21702.0,2023,,5.0,0.03,,,5.0,0.08,,94.67,,,5.0,531.0,No Different Than the National Rate,9.8,7.0,13.7,,,5.0,0.2,,160.0,No Different Than the National Rate,2.2,1.5,3.3,,,Number of Cases Too Small,,,,1.0,326.0,No Different than expected,1.1,0.7,1.8,,,,5.0
FREDERICK SURGICAL CENTER,21C0001039,1376542076,FREDERICK,MD,21702.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,90.0,16.6,
DULANEY EYE INSTITUTE,21C0001161,1376546721,TOWSON,MD,21204.0,2023,0.0,,0.0,,0.0,,0.02,,,5.0,,5.0,,,,,,5.0,100.0,,0.65,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
DULANEY EYE INSTITUTE,21C0001161,1376546721,TOWSON,MD,21204.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,73.0,31.0,
CAPE CORAL EYE CENTER PA,10C0001071,1376553925,CAPE CORAL,FL,33904.0,2023,,5.0,,5.0,0.0,,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.23,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CAPE CORAL EYE CENTER PA,10C0001071,1376553925,CAPE CORAL,FL,33904.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,25.0,24.4,
EYE CARE SPECIALISTS PS,50C0001153,1376556514,CLARKSTON,WA,99403.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,0.24,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
EYE CARE SPECIALISTS PS,50C0001153,1376556514,CLARKSTON,WA,99403.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,15.0,0.0,
SPECIALTY SURGICAL CENTER OF BEVERLY HILLS LP,05C0001638,1376558965,BEVERLY HILLS,CA,90211.0,2023,,5.0,0.02,,,5.0,0.04,,100.0,,,5.0,2308.0,No Different Than the National Rate,8.7,6.7,11.4,,100.0,,0.26,,84.0,No Different Than the National Rate,2.2,1.4,3.4,,,,,,,5.0,84.0,No Different than expected,0.9,0.5,1.5,,,,5.0
SPECIALTY SURGICAL CENTER OF BEVERLY HILLS LP,05C0001638,1376558965,BEVERLY HILLS,CA,90211.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,91.0,97.8,
ROCHESTER ENDOSCOPY SURGERY CENTER LLC,23C0001135,1376574814,ROCHESTER HILLS,MI,48307.0,2023,0.0,,0.01,,0.0,,0.1,,100.0,,,5.0,4511.0,No Different Than the National Rate,10.3,8.4,12.9,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
ROCHESTER ENDOSCOPY SURGERY CENTER LLC,23C0001135,1376574814,ROCHESTER HILLS,MI,48307.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,59.0,4.5,
SAME DAY SURGERY CENTER,10C0001501,1376580498,ZEPHYRHILLS,FL,33542.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
SAME DAY SURGERY CENTER,10C0001501,1376580498,ZEPHYRHILLS,FL,33542.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,20.0,5.0,
CENTRAL PARK SURGERY CENTER LP,45C0001437,1376591156,ARLINGTON,TX,76014.0,2023,,5.0,,5.0,,5.0,,1.0,,5.0,,5.0,176.0,No Different Than the National Rate,10.3,7.1,14.7,,,5.0,,5.0,53.0,No Different Than the National Rate,2.2,1.4,3.5,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CENTRAL PARK SURGERY CENTER LP,45C0001437,1376591156,ARLINGTON,TX,76014.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,20.0,33.3,
SUTTER ROSEVILLE ENDOSCOPY CENTER,05C0001712,1376592014,ROSEVILLE,CA,95661.0,2023,,5.0,,5.0,,5.0,0.21,,78.77,,,5.0,3948.0,No Different Than the National Rate,9.3,7.3,11.9,,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SUTTER ROSEVILLE ENDOSCOPY CENTER,05C0001712,1376592014,ROSEVILLE,CA,95661.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,63.0,81.0,
RIVERSIDE PLASTIC SURGERY SINUS CTR LLC,31C0001145,1376592196,RED BANK,NJ,7701.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
RIVERSIDE PLASTIC SURGERY SINUS CTR LLC,31C0001145,1376592196,RED BANK,NJ,7701.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
PALMETTO ENDOSCOPY CENTER LLC,42C0001056,1376592204,CHARLESTON,SC,29414.0,2023,,5.0,0.01,,,5.0,0.01,,100.0,,,5.0,3093.0,No Different Than the National Rate,12.1,9.5,15.2,,,1.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
PALMETTO ENDOSCOPY CENTER LLC,42C0001056,1376592204,CHARLESTON,SC,29414.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,62.0,0.0,
OTAY LAKES SURGERY CENTER LLC,05C0001779,1376595421,CHULA VISTA,CA,91914.0,2023,0.0,,0.0,,0.0,,0.04,,,5.0,,5.0,,,,,,5.0,100.0,,,5.0,115.0,No Different Than the National Rate,2.6,1.7,4.0,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
OTAY LAKES SURGERY CENTER LLC,05C0001779,1376595421,CHULA VISTA,CA,91914.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,29.0,0.0,
EYECARE MEDICAL GROUP,20C0001002,1376599381,PORTLAND,ME,4102.0,2023,0.0,,0.0,,0.04,,0.09,,,5.0,,5.0,,,,,,5.0,,5.0,0.23,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
EYECARE MEDICAL GROUP,20C0001002,1376599381,PORTLAND,ME,4102.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,44.0,73.3,
MIDWEST CENTER FOR DAY SURGERY,14C0001018,1376605279,GROVE,IL,60515.0,2023,,5.0,0.02,,,5.0,0.2,,100.0,,,5.0,846.0,No Different Than the National Rate,10.6,7.6,14.7,,,5.0,0.57,,54.0,No Different Than the National Rate,2.6,1.7,4.0,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
MIDWEST CENTER FOR DAY SURGERY,14C0001018,1376605279,GROVE,IL,60515.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,85.0,97.6,
EMERALD SURGICAL CENTER LLC,13C0001017,1376607309,BOISE,ID,83704.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,142.0,No Different Than the National Rate,2.1,1.4,3.3,,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
EMERALD SURGICAL CENTER LLC,13C0001017,1376607309,BOISE,ID,83704.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
GAINESVILLE FOOT AND ANKLE SURGERY CENTER PC,11C0001239,1376614826,GAINESVILLE,GA,30501.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,,,,,,5.0,,,5.0
GAINESVILLE FOOT AND ANKLE SURGERY CENTER PC,11C0001239,1376614826,GAINESVILLE,GA,30501.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
NORTHSHORE SURGICAL CENTER LLC,19C0001104,1376616060,COVINGTON,LA,70433.0,2023,,5.0,,5.0,,5.0,0.05,,,1.0,,5.0,80.0,No Different Than the National Rate,9.5,6.6,13.8,,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,572.0,No Different Than the National Rate,4.2,3.0,5.7,,,Number of Cases Too Small,,,,1.0,,,5.0
NORTHSHORE SURGICAL CENTER LLC,19C0001104,1376616060,COVINGTON,LA,70433.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,10.0,,1.0
MONTGOMERY SURGICAL CENTER,01C0001000,1376634683,MONTGOMERY,AL,36117.0,2023,0.0,,0.0,,0.02,,0.06,,19.59,,,5.0,546.0,No Different Than the National Rate,10.3,7.4,14.6,,99.82,,0.0,,771.0,No Different Than the National Rate,1.9,1.3,2.6,,,Number of Cases Too Small,,,,1.0,141.0,No Different than expected,0.9,0.5,1.6,,,,5.0
MONTGOMERY SURGICAL CENTER,01C0001000,1376634683,MONTGOMERY,AL,36117.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,220.0,1.2,
AMBULATORY SURGERY CENTER OF GREATER NEW YORK LLC,33C0001009,1376641670,BRONX,NY,10469.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,1.24,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
AMBULATORY SURGERY CENTER OF GREATER NEW YORK LLC,33C0001009,1376641670,BRONX,NY,10469.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,67.0,100.0,
ELM PLACE AMBULATORY SURGICAL CENTER,45C0001065,1376650911,ABILENE,TX,79605.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
ELM PLACE AMBULATORY SURGICAL CENTER,45C0001065,1376650911,ABILENE,TX,79605.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
SURGICAL SPECIALTY SUITES INC,21C0001361,1376657890,LUTHERVILLE,MD,21093.0,2023,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,Number of Cases Too Small,,,,1.0,,,,,,5.0,61.0,No Different than expected,0.9,0.5,1.7,,,,5.0
SURGICAL SPECIALTY SUITES INC,21C0001361,1376657890,LUTHERVILLE,MD,21093.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,5.0
CLEARVIEW EYE AND LASER PLLC,50C0001256,1376667436,SEATTLE,WA,98126.0,2023,0.0,,0.0,,0.0,,0.18,,,5.0,,5.0,,,,,,5.0,,5.0,0.0,,,,,,,5.0,,,,,,5.0,,Number of Cases Too Small,,,,1.0,,,5.0
CLEARVIEW EYE AND LASER PLLC,50C0001256,1376667436,SEATTLE,WA,98126.0,2024_Q2,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,,,5.0,,5.0,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,22.0,25.3,
